,amp,batch_size,bss_reg,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,model,momentum,opt,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,sched,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay,data_augmentation,opt_betas,auto_augment
2797223604211902,False,128,0.0,,1.0,0.1,0.0,0.1,0.0,0.0,0.75,False,0.005,0.2,0.5,mobilevit_xxs,0.9,sgd,10,0.8,8,2,cosine,0.05,0.0001,True,0,0.0,0.001,none,,
6456723326308838,False,4,0.001,,0.0,0.1,0.0,0.1,0.0,0.2,0.75,False,0.005,8.0,1.0,volo_d3_448,0.9,sgd,10,0.6,8,2,cosine,0.05,0.0,False,5,1e-05,1e-05,trivial_augment,,
26021285072177594,False,256,0.0,,4.0,4.0,0.0,0.1,0.01,0.0,0.75,True,0.0005,0.4,0.75,edgenext_x_small,0.95,momentum,10,0.4,8,2,cosine,0.05,0.1,False,10,0.0,0.01,none,,
37997750131965037,True,2,0.001,10.0,0.5,0.5,0.0,0.1,0.001,0.4,,False,0.01,1.0,0.75,beit_base_patch16_384,0.9,adamw,10,0.6,17,2,cosine,0.1,0.001,False,5,0.0,1e-05,random_augment,"(0.9, 0.999)",
10355468435203430,False,4,0.0001,10.0,4.0,4.0,20.0,0.1,0.001,0.1,,False,5e-05,0.0,1.0,xcit_tiny_12_p8_384_dist,0.9,sgd,10,0.6,8,2,multistep,0.0,0.0,False,0,1e-05,0.01,trivial_augment,,
64232037609863720,False,256,0.001,10.0,1.0,2.0,0.0,0.1,0.1,0.0,0.75,True,0.005,0.4,0.25,mobilevit_xxs,0.9,adamw,5,1.0,8,2,plateau,0.0,0.0001,False,10,1e-06,0.0,none,"(0.0, 0.999)",
14272998890897218,False,8,0.01,10.0,4.0,4.0,0.0,0.1,0.0001,0.0,,False,0.01,8.0,0.5,xcit_small_12_p8_384_dist,0.9,adamp,10,0.2,8,2,cosine,0.05,0.0001,False,10,1e-06,1e-05,none,"(0.0, 0.99)",
364886210717876722,False,8,0.0001,,0.0,0.1,20.0,0.5,0.0,0.3,0.65,True,0.01,0.0,0.0,mobilevitv2_075,0.9,adamw,10,0.6,8,2,step,0.0,0.0001,False,10,0.0,0.1,none,"(0.0, 0.999)",
70599193204087559,True,64,0.0001,1.0,1.0,1.0,0.0,0.1,0.001,0.3,,False,1e-05,8.0,0.5,edgenext_small,0.9,adam,10,1.0,9,3,cosine,0.1,0.0,True,10,0.0,1e-05,random_augment,"(0.9, 0.999)",
79922222181933511,True,128,0.0001,1.0,1.0,0.1,20.0,0.1,0.001,0.3,0.75,False,0.0001,2.0,0.75,dla46x_c,0.9,sgd,10,0.2,9,3,step,0.0,0.001,True,5,0.0,0.0,random_augment,,
20264903538875376,False,16,0.0,,0.5,0.0,0.0,0.1,0.1,0.0,,True,0.005,0.0,0.0,mobilevit_xs,0.9,adam,10,0.0,9,2,cosine,0.1,0.0,False,0,0.0,0.0001,random_augment,"(0.9, 0.99)",
14959606164446290,False,8,0.001,1.0,2.0,2.0,0.0,0.1,0.001,0.2,0.65,False,0.01,1.0,1.0,edgenext_x_small,0.9,adamw,10,0.8,8,2,cosine,0.0,0.001,True,0,0.0,0.0,none,"(0.0, 0.99)",
80397705557014357,True,128,0.01,10.0,2.0,4.0,20.0,0.1,0.1,0.1,0.65,False,0.0005,0.0,0.5,edgenext_x_small,0.9,adam,10,0.6,8,2,step,0.1,0.01,True,5,1e-06,0.0,none,"(0.9, 0.99)",
1453590218565205,True,16,0.0001,1.0,1.0,1.0,10.0,0.1,0.0001,0.2,0.75,True,0.005,0.2,0.25,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,0.2,8,2,multistep,0.1,0.0001,True,0,0.0,0.01,none,"(0.9, 0.999)",
120170933125546572,False,2,0.1,10.0,0.5,0.1,10.0,0.5,0.0001,0.2,0.65,True,1e-05,4.0,0.5,convnext_small_384_in22ft1k,0.9,sgd,10,0.4,17,3,multistep,0.1,0.1,True,10,1e-05,1e-05,random_augment,,
306730616988332092,False,8,0.0001,10.0,1.0,1.0,10.0,0.1,0.001,0.3,0.75,True,0.005,8.0,1.0,mobilevit_xs,0.9,adamw,10,1.0,8,2,step,0.1,0.1,False,5,0.0,0.0,auto_augment,"(0.0, 0.999)",v0
3932168446886941,True,2,0.0,,1.0,0.0,0.0,0.1,0.01,0.2,0.65,False,0.001,2.0,0.0,edgenext_xx_small,0.9,adam,10,0.4,8,2,cosine,0.0,0.001,False,10,1e-05,0.001,none,"(0.9, 0.999)",
29752609412446346,False,4,0.01,,1.0,0.25,20.0,0.5,0.001,0.2,,False,5e-05,0.0,0.25,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,0.0,8,2,step,0.0,0.01,False,0,0.0,1e-05,trivial_augment,,
7452266822422763,True,8,0.0001,1.0,0.0,0.5,0.0,0.1,0.001,0.2,0.75,True,0.0001,4.0,0.5,dla46x_c,0.9,sgd,10,1.0,8,2,cosine,0.1,0.0001,True,5,1e-06,0.0,none,,
3556024261330423,True,128,0.0,10.0,4.0,2.0,0.0,0.1,0.01,0.1,0.65,True,0.0005,0.0,0.25,edgenext_small,0.9,sgd,10,0.4,8,2,cosine,0.0,0.001,True,10,1e-06,0.001,none,,
43443622392422915,True,64,0.01,10.0,0.5,4.0,0.0,0.1,0.01,0.3,0.65,False,0.0005,1.0,0.75,edgenext_small,0.9,adamw,10,0.4,17,2,cosine,0.1,0.0,True,5,0.0,0.001,random_augment,"(0.0, 0.99)",
6559097714610897,True,4,0.01,10.0,2.0,0.5,10.0,0.1,0.0001,0.2,,False,1e-05,0.4,0.75,mobilevit_xxs,0.9,sgd,10,1.0,8,2,step,0.0,0.001,True,5,1e-05,1e-05,none,,
34312343562678726,False,2,0.001,,1.0,0.5,0.0,0.1,0.1,0.1,0.65,False,0.005,2.0,0.75,edgenext_x_small,0.99,momentum,10,1.0,9,2,cosine,0.0,0.001,True,0,1e-06,0.01,random_augment,,
105351719834401994,False,4,0.1,1.0,4.0,0.5,0.0,0.1,0.0001,0.0,0.75,False,0.001,4.0,0.5,deit3_small_patch16_384_in21ft1k,0.9,adam,10,1.0,17,3,cosine,0.0,0.001,False,0,0.0,0.1,random_augment,"(0.0, 0.99)",
29084688698576911,True,16,0.01,1.0,2.0,0.1,0.0,0.1,0.001,0.1,0.75,False,0.0005,1.0,0.75,xcit_tiny_12_p8_384_dist,0.95,momentum,2,0.2,8,2,plateau,0.05,0.01,True,5,1e-06,0.0001,none,,
116286076705826724,False,16,0.0001,1.0,2.0,0.5,0.0,0.1,0.01,0.0,0.75,False,0.0001,1.0,0.75,tf_efficientnet_b4_ns,0.99,momentum,2,0.2,8,2,plateau,0.1,0.0,False,5,0.0,0.001,auto_augment,,original
10506338037192042,False,2,0.1,,0.5,0.5,0.0,0.1,0.1,0.3,0.75,False,0.01,2.0,0.5,edgenext_xx_small,0.9,sgd,5,0.4,8,2,plateau,0.0,0.0,False,5,1e-05,0.01,trivial_augment,,
17820110842128258,False,16,0.1,10.0,0.0,0.0,0.0,0.1,0.0,0.2,0.65,True,0.0005,2.0,0.0,mobilevit_xs,0.9,adam,10,0.8,8,2,cosine,0.1,0.001,True,5,0.0,0.01,none,"(0.9, 0.99)",
38983869189911288,False,4,0.001,,0.0,1.0,0.0,0.1,0.01,0.2,0.65,False,0.001,4.0,1.0,beit_base_patch16_384,0.99,momentum,10,0.6,8,2,cosine,0.05,0.01,True,5,1e-05,1e-05,trivial_augment,,
287646675642645554,False,4,0.1,,4.0,0.25,20.0,0.5,0.0001,0.0,0.65,False,0.0005,2.0,1.0,beit_base_patch16_384,0.9,adamw,10,0.6,9,3,step,0.1,0.001,False,0,0.0,0.0001,random_augment,"(0.9, 0.999)",
450502390847065564,False,64,0.01,,0.0,0.1,10.0,0.5,0.0001,0.2,0.65,True,0.001,0.4,1.0,convnext_small_384_in22ft1k,0.99,momentum,10,0.8,8,2,step,0.1,0.001,True,10,1e-06,0.0001,auto_augment,,v0
14320352718758162,False,4,0.0,,2.0,0.1,20.0,0.1,0.0,0.4,,False,0.005,2.0,1.0,edgenext_x_small,0.9,adamp,10,0.6,8,2,step,0.05,0.1,False,10,1e-06,1e-05,none,"(0.9, 0.999)",
65219320930051179,True,32,0.0,,0.5,0.5,10.0,0.1,0.01,0.1,0.65,False,0.0005,0.2,0.75,mobilevit_xs,0.9,momentum,10,0.0,8,2,step,0.0,0.001,True,10,0.0,0.1,trivial_augment,,
81051055638208618,False,8,0.01,,2.0,0.5,0.0,0.1,0.0001,0.3,0.75,False,5e-05,0.2,0.0,xcit_tiny_12_p8_384_dist,0.9,adamp,10,0.8,9,3,cosine,0.05,0.001,False,0,0.0,0.1,random_augment,"(0.9, 0.99)",
7756315363290969,True,32,0.0,10.0,4.0,0.5,0.0,0.1,0.1,0.0,0.65,False,5e-05,4.0,0.25,xcit_nano_12_p8_384_dist,0.9,sgd,2,1.0,8,2,plateau,0.1,0.0001,True,0,1e-05,0.0,trivial_augment,,
36007481656267902,False,2,0.1,1.0,1.0,2.0,0.0,0.1,0.0,0.4,0.65,False,5e-05,2.0,0.75,tf_efficientnet_b6_ns,0.99,momentum,10,0.8,8,2,cosine,0.0,0.0,False,0,1e-05,0.001,trivial_augment,,
39061032876058074,False,16,0.0001,1.0,2.0,0.0,20.0,0.1,0.0001,0.4,0.75,True,0.0001,4.0,0.25,xcit_nano_12_p8_384_dist,0.9,sgd,10,0.8,8,2,multistep,0.05,0.01,False,10,1e-05,1e-05,auto_augment,,v0
18953020261372272,False,16,0.001,10.0,0.0,0.0,0.0,0.1,0.001,0.3,0.75,False,0.0001,8.0,0.5,xcit_nano_12_p8_384_dist,0.9,adamw,2,0.4,8,2,plateau,0.0,0.01,False,0,0.0,0.001,trivial_augment,"(0.9, 0.99)",
66542217063848208,False,2,0.0001,1.0,0.0,4.0,0.0,0.1,0.0,0.0,,False,1e-05,0.0,1.0,volo_d3_448,0.95,momentum,5,0.8,8,2,plateau,0.0,0.0,True,10,0.0,0.01,none,,
64981927046261165,True,8,0.0,1.0,0.5,2.0,0.0,0.1,0.001,0.1,0.75,False,0.01,8.0,0.0,tf_efficientnet_b6_ns,0.95,momentum,5,0.8,8,2,plateau,0.0,0.0001,False,5,0.0,0.1,trivial_augment,,
192693662349833127,True,4,0.01,10.0,1.0,0.0,20.0,0.5,0.0,0.1,0.65,False,0.001,8.0,0.75,volo_d3_448,0.9,adamw,10,0.4,8,2,step,0.1,0.01,False,0,1e-05,1e-05,auto_augment,"(0.0, 0.99)",original
55840129160272657,True,16,0.0,,0.0,0.5,0.0,0.1,0.001,0.2,,True,0.001,1.0,1.0,dla46x_c,0.9,adamw,5,0.6,8,2,plateau,0.1,0.0001,False,0,1e-06,0.0,none,"(0.9, 0.99)",
82156932995205374,False,32,0.001,,4.0,4.0,0.0,0.1,0.0001,0.0,0.65,True,1e-05,0.4,0.0,xcit_nano_12_p8_384_dist,0.9,adamp,10,0.4,8,2,cosine,0.0,0.0001,True,5,1e-05,0.1,auto_augment,"(0.0, 0.999)",v0
237362276411537412,False,128,0.0,1.0,2.0,0.0,20.0,0.1,0.001,0.3,0.75,True,0.001,1.0,0.75,edgenext_x_small,0.9,adamp,10,0.6,17,2,step,0.0,0.0001,False,5,1e-05,0.01,random_augment,"(0.0, 0.999)",
20739120903357735,True,4,0.1,10.0,4.0,0.1,0.0,0.1,0.001,0.0,,False,0.0001,2.0,0.25,edgenext_small,0.9,momentum,10,0.2,8,2,cosine,0.05,0.001,False,0,1e-06,0.0001,trivial_augment,,
4872431475182509,True,16,0.1,10.0,0.0,0.0,0.0,0.1,0.0001,0.0,0.65,False,1e-05,0.2,0.25,xcit_small_12_p8_384_dist,0.9,sgd,10,0.6,8,2,cosine,0.1,0.1,False,10,1e-06,0.0001,trivial_augment,,
26910760551071419,True,2,0.0001,10.0,0.5,4.0,0.0,0.1,0.01,0.0,,False,0.0005,0.2,0.75,volo_d5_512,0.95,momentum,10,0.8,8,2,cosine,0.1,0.01,False,10,1e-05,0.01,trivial_augment,,
133343629775348756,False,256,0.1,1.0,4.0,0.25,10.0,0.1,0.0001,0.3,,False,0.001,0.2,0.5,dla46x_c,0.99,momentum,10,0.6,8,2,multistep,0.1,0.001,True,0,1e-05,0.001,none,,
44493304252115407,True,128,0.01,1.0,0.0,0.0,0.0,0.1,0.0001,0.2,,False,0.001,8.0,0.5,beit_base_patch16_384,0.9,adamw,5,1.0,8,2,plateau,0.05,0.0,True,10,1e-05,0.001,trivial_augment,"(0.0, 0.99)",
27654062335632821,True,64,0.0,1.0,0.5,0.5,20.0,0.5,0.01,0.0,0.65,False,0.0001,2.0,0.25,mobilevit_xxs,0.9,sgd,10,1.0,8,2,multistep,0.0,0.01,False,5,1e-06,0.001,none,,
19433976083481070,False,64,0.0,,2.0,0.25,0.0,0.1,0.1,0.2,0.75,False,0.005,1.0,0.75,edgenext_small,0.9,adamp,10,0.2,8,2,cosine,0.05,0.0,True,0,1e-06,0.001,auto_augment,"(0.9, 0.999)",original
30030538389813765,True,32,0.001,1.0,4.0,2.0,0.0,0.1,0.0001,0.2,0.75,False,0.0005,0.4,0.5,edgenext_x_small,0.95,momentum,2,1.0,8,2,plateau,0.05,0.0001,False,10,0.0,1e-05,none,,
430329616812330309,True,32,0.0,1.0,2.0,0.25,20.0,0.1,0.0001,0.0,,False,0.001,0.2,0.75,edgenext_xx_small,0.95,momentum,10,0.8,9,3,multistep,0.0,0.01,False,0,1e-05,0.1,random_augment,,
3931422413073779,True,64,0.0001,,0.0,0.0,0.0,0.1,0.01,0.3,,True,5e-05,0.4,0.0,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,0.8,8,2,cosine,0.0,0.001,False,10,1e-05,0.001,none,,
16783512849001483,True,16,0.001,1.0,0.0,0.5,0.0,0.1,0.01,0.0,0.65,False,0.005,0.4,1.0,xcit_nano_12_p8_384_dist,0.9,sgd,10,0.4,9,3,cosine,0.1,0.01,True,0,1e-06,0.1,random_augment,,
24378148712443910,False,256,0.001,,2.0,0.0,20.0,0.5,0.001,0.2,0.75,False,0.001,0.4,1.0,dla46x_c,0.0,momentum,10,0.6,8,2,multistep,0.1,0.1,False,0,0.0,0.1,trivial_augment,,
21342244895550292,False,8,0.0001,,0.5,2.0,10.0,0.5,0.0001,0.4,0.75,False,0.001,8.0,1.0,dla46x_c,0.0,momentum,10,0.2,8,2,multistep,0.05,0.001,False,5,1e-05,0.0001,trivial_augment,,
6085968084816886,False,64,0.001,10.0,2.0,0.0,0.0,0.1,0.01,0.2,0.75,True,0.005,8.0,0.25,xcit_nano_12_p8_384_dist,0.9,adamp,2,0.8,8,2,plateau,0.05,0.0,True,5,1e-06,1e-05,trivial_augment,"(0.9, 0.999)",
127976610971130104,False,4,0.1,1.0,1.0,0.5,20.0,0.1,0.0,0.3,,False,0.0005,0.2,0.25,edgenext_small,0.8,momentum,10,0.6,8,2,step,0.0,0.0,False,5,1e-05,1e-05,none,,
132774777755898930,False,2,0.0,,4.0,0.1,0.0,0.1,0.001,0.3,0.65,False,1e-05,4.0,1.0,xcit_tiny_24_p8_384_dist,0.9,adamp,2,0.8,9,3,plateau,0.1,0.1,True,10,0.0,0.001,random_augment,"(0.9, 0.999)",
5671740471911269,True,16,0.1,10.0,2.0,2.0,0.0,0.1,0.0,0.1,,True,0.0005,4.0,0.5,beit_base_patch16_384,0.9,sgd,10,0.8,8,2,cosine,0.0,0.01,True,5,0.0,1e-05,trivial_augment,,
6935819320310310,False,2,0.0,,2.0,0.25,0.0,0.1,0.0001,0.1,0.75,False,1e-05,0.2,0.25,xcit_small_12_p8_384_dist,0.9,sgd,2,0.6,8,2,plateau,0.0,0.001,False,5,0.0,0.0,none,,
94537678380638734,False,64,0.01,,0.5,0.25,0.0,0.1,0.0001,0.1,0.65,True,0.0001,0.0,0.25,volo_d3_448,0.9,adam,2,1.0,17,2,plateau,0.0,0.0001,False,0,0.0,1e-05,random_augment,"(0.0, 0.999)",
15648249536490425,True,8,0.0,1.0,4.0,2.0,0.0,0.1,0.001,0.2,0.65,True,0.01,2.0,1.0,beit_base_patch16_384,0.9,adamp,10,0.2,9,2,cosine,0.0,0.01,False,10,1e-06,0.0,random_augment,"(0.0, 0.99)",
452637811451813156,False,32,0.0001,,4.0,4.0,10.0,0.5,0.001,0.0,0.75,False,5e-05,1.0,0.75,mobilevit_xxs,0.99,momentum,10,0.8,8,2,step,0.0,0.0,False,10,0.0,0.0,auto_augment,,v0
24062952289728185,True,512,0.0001,10.0,0.5,0.1,10.0,0.1,0.0,0.2,0.75,False,0.0005,1.0,0.0,edgenext_xx_small,0.9,adam,10,0.4,8,2,multistep,0.1,0.01,False,5,1e-05,0.0,auto_augment,"(0.9, 0.999)",original
22555136763483899,True,8,0.01,10.0,2.0,2.0,0.0,0.1,0.1,0.4,,False,0.001,8.0,1.0,edgenext_xx_small,0.9,momentum,10,1.0,9,2,cosine,0.05,0.01,False,0,1e-05,1e-05,random_augment,,
308830544335150266,False,128,0.01,10.0,0.5,0.5,10.0,0.5,0.0001,0.1,0.65,True,0.0001,0.4,0.5,mobilevit_xs,0.9,adamp,10,0.4,9,3,step,0.1,0.1,False,0,1e-05,0.1,random_augment,"(0.0, 0.99)",
216009696091452549,True,256,0.01,,4.0,0.25,0.0,0.1,0.0001,0.3,0.65,False,0.001,0.0,0.75,edgenext_x_small,0.9,adam,2,0.0,17,3,plateau,0.1,0.001,True,10,1e-05,0.0001,random_augment,"(0.9, 0.99)",
3080088672024747,True,4,0.01,10.0,2.0,4.0,0.0,0.1,0.001,0.0,0.75,False,0.01,0.0,0.0,tf_efficientnet_b7_ns,0.9,sgd,2,0.6,8,2,plateau,0.0,0.0,True,10,0.0,0.001,none,,
14931767030582153,True,64,0.1,10.0,1.0,0.25,20.0,0.1,0.1,0.2,,False,5e-05,0.4,0.5,edgenext_x_small,0.9,adamw,10,1.0,8,2,multistep,0.0,0.0,True,0,0.0,0.0,trivial_augment,"(0.9, 0.999)",
36604730902685982,False,16,0.001,1.0,0.0,2.0,10.0,0.1,0.1,0.1,0.75,False,5e-05,4.0,0.25,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,1.0,17,2,step,0.1,0.1,True,0,0.0,0.0001,random_augment,,
127962638022352664,False,4,0.1,10.0,2.0,0.1,20.0,0.5,0.0001,0.2,0.65,False,0.001,0.0,0.75,tf_efficientnet_b4_ns,0.9,adam,10,0.6,8,2,multistep,0.0,0.1,True,0,1e-05,1e-05,trivial_augment,"(0.0, 0.999)",
121281046225349475,True,4,0.1,10.0,0.5,1.0,10.0,0.1,0.1,0.1,,True,5e-05,4.0,0.75,xcit_small_12_p8_384_dist,0.9,adam,10,0.2,8,2,multistep,0.1,0.01,False,5,1e-05,0.0,auto_augment,"(0.0, 0.99)",original
27907008923030451,True,256,0.001,,0.0,2.0,0.0,0.1,0.1,0.2,0.65,False,0.0005,0.2,0.75,edgenext_xx_small,0.9,adam,10,0.8,8,2,cosine,0.0,0.0,False,0,1e-05,0.001,trivial_augment,"(0.0, 0.999)",
49279134624699746,False,4,0.01,10.0,2.0,4.0,0.0,0.1,0.001,0.0,0.65,False,0.0001,4.0,0.75,volo_d4_448,0.8,momentum,5,1.0,8,2,plateau,0.05,0.1,False,5,1e-06,0.1,none,,
10672681008303612,False,2,0.1,,1.0,4.0,0.0,0.1,0.0,0.4,,False,0.01,4.0,1.0,beit_base_patch16_384,0.9,sgd,10,0.8,17,2,cosine,0.05,0.0001,False,10,1e-05,0.01,random_augment,,
15778623619814280,False,16,0.01,10.0,1.0,0.25,0.0,0.1,0.0001,0.2,0.65,False,0.0005,0.0,0.75,xcit_nano_12_p8_384_dist,0.9,adamp,10,0.6,8,2,cosine,0.1,0.0001,False,0,1e-05,0.0,none,"(0.0, 0.99)",
56939788163768567,True,8,0.1,10.0,2.0,0.25,0.0,0.1,0.0001,0.3,0.75,False,0.0005,4.0,0.5,tf_efficientnet_b4_ns,0.9,adam,5,0.0,8,2,plateau,0.0,0.0,True,5,0.0,0.1,none,"(0.0, 0.999)",
39758196674547904,False,8,0.0,1.0,2.0,0.1,0.0,0.1,0.1,0.0,0.65,False,0.005,4.0,1.0,edgenext_small,0.99,momentum,10,0.8,8,2,cosine,0.0,0.0,False,5,1e-06,0.0,trivial_augment,,
55919071375489122,False,16,0.001,10.0,0.0,0.25,10.0,0.5,0.1,0.0,0.75,True,0.005,0.0,0.75,edgenext_x_small,0.8,momentum,10,0.6,8,2,multistep,0.0,0.001,True,0,1e-06,0.0,none,,
116576796124228690,False,64,0.0,1.0,1.0,2.0,0.0,0.1,0.01,0.1,0.75,False,1e-05,2.0,0.25,deit3_small_patch16_384_in21ft1k,0.99,momentum,2,1.0,17,2,plateau,0.0,0.0,False,0,1e-06,0.001,random_augment,,
29568023984209854,False,128,0.1,10.0,1.0,0.5,20.0,0.5,0.0,0.0,0.75,True,0.005,1.0,0.75,dla46x_c,0.9,adamw,10,0.4,8,2,step,0.1,0.0,False,10,1e-05,0.0001,none,"(0.9, 0.999)",
25710615006595604,False,32,0.001,,2.0,4.0,0.0,0.1,0.1,0.4,,False,0.0005,0.4,0.25,xcit_small_12_p8_384_dist,0.9,adamw,10,0.8,8,2,cosine,0.1,0.01,False,0,0.0,0.01,trivial_augment,"(0.0, 0.999)",
8210905718870686,False,8,0.1,,2.0,2.0,0.0,0.1,0.001,0.2,,False,0.0005,1.0,1.0,mobilevit_xs,0.9,sgd,5,0.4,8,2,plateau,0.0,0.001,True,0,0.0,0.1,trivial_augment,,
140768187123170738,False,4,0.001,1.0,2.0,0.25,0.0,0.1,0.1,0.3,0.75,False,0.0005,2.0,1.0,edgenext_x_small,0.9,momentum,10,0.8,17,3,cosine,0.1,0.001,False,10,0.0,0.001,random_augment,,
533823233410499298,False,16,0.1,10.0,1.0,0.0,20.0,0.1,0.001,0.1,,True,0.001,2.0,0.25,edgenext_x_small,0.8,momentum,10,1.0,17,3,step,0.05,0.0001,False,0,1e-06,0.0,random_augment,,
152206338686168734,False,512,0.0001,1.0,2.0,0.1,10.0,0.5,0.0,0.3,0.65,True,0.0001,0.4,0.0,edgenext_xx_small,0.99,momentum,10,0.8,8,2,step,0.0,0.0,True,0,1e-05,1e-05,trivial_augment,,
22081996842722770,False,8,0.001,10.0,0.0,0.1,10.0,0.5,0.1,0.0,,False,0.0005,0.4,0.25,tf_efficientnet_b6_ns,0.9,sgd,10,1.0,8,2,step,0.1,0.0001,False,0,1e-06,1e-05,none,,
8676611747805017,True,64,0.001,1.0,4.0,1.0,0.0,0.1,0.01,0.0,0.65,False,0.0005,0.0,0.25,volo_d1_384,0.9,adamp,2,1.0,8,2,plateau,0.0,0.01,True,0,1e-06,0.1,none,"(0.0, 0.99)",
500878112688030534,False,16,0.0001,10.0,4.0,0.1,20.0,0.1,0.0,0.1,0.75,False,0.0001,0.0,0.0,dla46x_c,0.9,adamw,10,1.0,17,3,multistep,0.05,0.0,True,10,1e-05,1e-05,random_augment,"(0.0, 0.999)",
107790657765256515,True,4,0.1,10.0,2.0,0.1,0.0,0.1,0.1,0.1,,True,0.0001,8.0,0.75,edgenext_xx_small,0.95,momentum,10,0.4,9,3,cosine,0.1,0.1,False,5,1e-05,0.01,random_augment,,
93266501669680304,False,4,0.1,1.0,1.0,1.0,20.0,0.5,0.1,0.2,0.65,False,5e-05,0.0,0.0,volo_d4_448,0.9,adamp,10,1.0,8,2,multistep,0.05,0.0001,True,0,0.0,0.0001,none,"(0.9, 0.99)",
358650006195294818,False,32,0.0,10.0,4.0,1.0,10.0,0.5,0.0001,0.3,,True,0.005,2.0,0.75,mobilevitv2_075,0.9,adam,10,0.6,8,2,step,0.05,0.0,True,10,1e-06,0.01,auto_augment,"(0.0, 0.999)",original
162690406526019616,False,512,0.0,,0.0,0.5,0.0,0.1,0.1,0.4,0.65,True,0.005,0.4,0.0,edgenext_x_small,0.9,adamp,5,0.8,8,2,plateau,0.1,0.01,False,5,1e-06,0.1,auto_augment,"(0.9, 0.99)",original
2246478502846772,False,4,0.0,1.0,4.0,2.0,0.0,0.1,0.01,0.4,0.75,False,0.001,1.0,0.5,edgenext_small,0.0,momentum,10,0.0,8,2,cosine,0.1,0.1,True,10,1e-06,0.01,trivial_augment,,
215004662530619761,True,2,0.0,1.0,0.5,0.25,0.0,0.1,0.0001,0.0,,False,0.005,0.4,0.5,xcit_small_12_p8_384_dist,0.9,adam,2,0.2,17,3,plateau,0.1,0.0,False,10,0.0,0.0001,random_augment,"(0.9, 0.99)",
76506521290427686,False,8,0.1,,2.0,0.1,20.0,0.1,0.0,0.4,0.75,False,0.001,4.0,0.25,beit_base_patch16_384,0.9,adamp,10,0.0,8,2,step,0.05,0.1,True,10,1e-06,0.001,trivial_augment,"(0.9, 0.99)",
23840832090297947,True,8,0.1,1.0,4.0,1.0,0.0,0.1,0.01,0.1,,False,0.0001,0.0,0.75,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,0.4,9,3,cosine,0.0,0.1,True,10,1e-06,0.0,random_augment,,
8083280516339021,True,8,0.001,10.0,0.0,1.0,0.0,0.1,0.01,0.0,,False,1e-05,0.0,0.0,mobilevit_xs,0.9,adam,10,0.8,8,2,cosine,0.1,0.01,True,10,1e-05,0.0,none,"(0.9, 0.999)",
58660558335812668,False,8,0.01,1.0,0.5,0.1,0.0,0.1,0.0,0.3,0.65,False,0.01,0.0,0.25,dla46x_c,0.9,sgd,5,0.6,17,3,plateau,0.1,0.1,True,0,1e-06,0.01,random_augment,,
14909651695077356,False,4,0.01,,0.0,0.0,0.0,0.1,0.01,0.0,0.65,False,0.01,0.2,0.5,xcit_small_12_p8_384_dist,0.9,sgd,10,1.0,17,2,cosine,0.1,0.01,False,0,0.0,0.0,random_augment,,
27276865823964496,False,8,0.1,,0.5,2.0,0.0,0.1,0.01,0.1,0.65,False,0.005,1.0,1.0,volo_d4_448,0.9,adam,10,0.8,8,2,cosine,0.0,0.01,True,5,0.0,0.001,none,"(0.0, 0.999)",
25943717633934732,False,16,0.001,,1.0,4.0,20.0,0.5,0.001,0.4,,True,0.0005,0.0,0.75,beit_base_patch16_384,0.9,sgd,10,1.0,8,2,multistep,0.0,0.1,True,5,0.0,0.01,trivial_augment,,
27937087037956386,False,2,0.001,10.0,0.5,0.0,0.0,0.1,0.0,0.3,0.75,False,0.0005,0.0,1.0,volo_d5_512,0.9,sgd,10,1.0,17,3,cosine,0.0,0.001,False,0,1e-05,0.001,random_augment,,
58960930403010299,True,8,0.01,1.0,0.0,0.5,0.0,0.1,0.1,0.4,0.75,False,0.001,0.2,0.5,volo_d1_384,0.9,sgd,5,1.0,17,3,plateau,0.1,0.1,True,10,1e-06,0.01,random_augment,,
81131248659812239,True,2,0.0001,10.0,1.0,1.0,0.0,0.1,0.1,0.4,0.75,False,0.01,8.0,0.0,dla46x_c,0.9,adamp,10,1.0,9,3,cosine,0.1,0.001,True,0,0.0,0.1,random_augment,"(0.9, 0.99)",
289852420400683836,False,16,0.0,10.0,0.0,0.1,20.0,0.5,0.01,0.0,0.65,True,0.001,0.2,0.75,volo_d4_448,0.9,adamw,10,1.0,9,3,step,0.1,0.1,True,10,1e-06,1e-05,random_augment,"(0.9, 0.999)",
13724334109215240,False,16,0.01,1.0,1.0,1.0,0.0,0.1,0.0001,0.2,,True,0.001,8.0,0.0,xcit_tiny_12_p8_384_dist,0.9,adam,10,0.8,8,2,cosine,0.1,0.1,False,5,0.0,1e-05,auto_augment,"(0.9, 0.999)",v0
