,amp,batch_size,bss_reg,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,model,momentum,opt,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,sched,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay,opt_betas,data_augmentation,auto_augment
9121548700344692,False,4,0.0,1.0,0.0,2.0,0.0,0.1,0.01,0.0,0.75,True,0.01,0.0,0.75,beit_large_patch16_512,0.9,sgd,5,1.0,8,2,plateau,0.1,0.001,True,0,1e-05,0.1,,trivial_augment,
125765690840262589,True,32,0.001,1.0,0.0,0.25,20.0,0.1,0.01,0.2,0.75,False,0.0001,4.0,1.0,deit3_small_patch16_384_in21ft1k,0.8,momentum,10,0.0,8,2,step,0.1,0.001,False,5,0.0,0.0001,,none,
5039828972529863,True,8,0.0001,,1.0,0.25,10.0,0.1,0.001,0.4,0.65,False,1e-05,8.0,0.75,volo_d1_384,0.0,momentum,10,1.0,8,2,multistep,0.1,0.0,True,0,1e-05,0.0001,,none,
17174279494288296,False,2,0.001,,2.0,1.0,0.0,0.1,0.001,0.3,0.65,True,0.0001,4.0,1.0,deit3_small_patch16_384_in21ft1k,0.9,momentum,10,0.0,8,2,cosine,0.1,0.1,False,0,1e-05,0.1,,trivial_augment,
12397328204982744,False,128,0.1,10.0,4.0,2.0,0.0,0.1,0.1,0.1,,True,0.005,2.0,0.5,mobilevit_xxs,0.9,adamp,2,1.0,8,2,plateau,0.0,0.0001,True,5,0.0,0.0001,"(0.0, 0.99)",trivial_augment,
126385204967445721,True,16,0.0001,1.0,0.0,4.0,0.0,0.1,0.001,0.2,0.65,False,0.005,1.0,0.25,xcit_small_12_p8_384_dist,0.9,adamw,10,0.4,17,3,cosine,0.0,0.1,False,10,1e-06,0.0001,"(0.0, 0.999)",random_augment,
148452729632284590,False,2,0.0,,1.0,4.0,0.0,0.1,0.001,0.3,0.75,True,0.005,4.0,0.5,mobilevitv2_075,0.9,adamp,5,0.8,8,2,plateau,0.1,0.1,False,10,1e-05,0.01,"(0.9, 0.99)",none,
259858716850972412,False,32,0.01,1.0,2.0,2.0,0.0,0.1,0.0001,0.2,0.65,True,0.001,0.4,0.25,swinv2_base_window12to24_192to384_22kft1k,0.9,momentum,2,1.0,17,3,plateau,0.05,0.0,False,5,1e-06,0.1,,random_augment,
633542288466927409,True,2,0.1,,4.0,0.1,10.0,0.5,0.0,0.4,,False,0.0001,2.0,0.5,volo_d4_448,0.99,momentum,10,0.2,17,3,multistep,0.0,0.01,True,5,0.0,0.01,,random_augment,
3774120849593255,True,64,0.01,10.0,2.0,2.0,10.0,0.1,0.0,0.4,0.75,False,0.0005,0.2,0.25,convnext_small_384_in22ft1k,0.9,adam,10,0.4,8,2,multistep,0.05,0.0001,False,5,1e-05,0.001,"(0.9, 0.999)",trivial_augment,
39581520173583501,True,4,0.0001,,4.0,0.1,0.0,0.1,0.001,0.4,0.75,False,0.005,8.0,0.75,tf_efficientnet_b6_ns,0.9,adam,5,0.0,8,2,plateau,0.0,0.01,True,10,0.0,0.0,"(0.9, 0.999)",trivial_augment,
33401507899339662,False,16,0.001,10.0,1.0,0.1,0.0,0.1,0.1,0.2,0.65,True,5e-05,1.0,0.25,edgenext_xx_small,0.8,momentum,10,0.2,8,2,cosine,0.05,0.0001,True,0,1e-05,0.1,,auto_augment,v0
11491775783586023,True,8,0.0001,,0.0,0.0,0.0,0.1,0.0,0.4,0.65,True,0.0005,2.0,0.25,xcit_small_12_p8_384_dist,0.9,adamw,2,0.6,8,2,plateau,0.1,0.0,True,5,1e-06,0.001,"(0.0, 0.99)",none,
20216648006018056,False,64,0.001,,2.0,1.0,10.0,0.5,0.0001,0.1,,True,0.001,4.0,0.5,volo_d1_384,0.9,sgd,10,1.0,8,2,step,0.05,0.001,True,10,1e-05,0.001,,none,
70251140498220408,False,16,0.001,,2.0,2.0,10.0,0.1,0.0001,0.0,0.65,False,0.001,4.0,0.75,volo_d5_512,0.9,adamw,10,1.0,8,2,step,0.05,0.001,False,0,0.0,1e-05,"(0.9, 0.99)",none,
29311333766627852,False,4,0.0,,0.0,0.0,0.0,0.1,0.01,0.0,,True,0.0001,0.4,0.5,xcit_nano_12_p8_384_dist,0.9,adamp,10,0.8,8,2,cosine,0.1,0.01,False,0,1e-05,0.0001,"(0.0, 0.999)",trivial_augment,
89164072132456800,False,16,0.0001,1.0,4.0,0.0,20.0,0.5,0.001,0.0,,False,0.0005,4.0,1.0,convnext_small_384_in22ft1k,0.9,adamp,10,0.2,8,2,step,0.0,0.01,False,0,0.0,0.1,"(0.9, 0.99)",none,
13507704027620986,False,8,0.1,,2.0,0.5,0.0,0.1,0.001,0.4,0.75,True,0.001,0.2,1.0,mobilevit_xxs,0.9,adamp,10,0.0,8,2,cosine,0.05,0.0,False,0,0.0,1e-05,"(0.0, 0.99)",trivial_augment,
23130821061857613,True,4,0.0,10.0,4.0,1.0,0.0,0.1,0.001,0.3,0.75,False,5e-05,4.0,0.75,swinv2_base_window12to24_192to384_22kft1k,0.9,adamp,10,0.4,8,2,cosine,0.1,0.0001,False,5,0.0,0.0,"(0.9, 0.999)",auto_augment,original
116344358776184639,True,8,0.01,1.0,1.0,0.1,10.0,0.5,0.001,0.3,,False,5e-05,1.0,1.0,edgenext_small,0.9,adamp,10,0.4,8,2,step,0.1,0.1,False,5,0.0,0.001,"(0.0, 0.999)",none,
59987050900273965,True,4,0.1,,1.0,0.0,0.0,0.1,0.0,0.0,0.65,False,0.0005,2.0,0.25,volo_d3_448,0.9,adamw,10,0.8,8,2,cosine,0.05,0.01,True,0,1e-06,0.001,"(0.9, 0.99)",auto_augment,v0
4145223987000000,False,2,0.0,1.0,2.0,0.25,0.0,0.1,0.01,0.2,0.65,False,5e-05,0.4,0.25,convnext_small_384_in22ft1k,0.9,adamw,2,0.4,8,2,plateau,0.0,0.0001,True,0,0.0,0.0001,"(0.9, 0.999)",none,
27320198214311437,True,128,0.01,1.0,4.0,1.0,0.0,0.1,0.0001,0.3,,False,0.005,4.0,0.25,edgenext_xx_small,0.95,momentum,10,0.0,8,2,cosine,0.0,0.0001,False,10,0.0,0.001,,none,
118241929462992177,True,4,0.01,,0.5,0.25,0.0,0.1,0.0001,0.2,,True,5e-05,8.0,1.0,volo_d5_448,0.99,momentum,2,0.8,8,2,plateau,0.0,0.0001,False,10,1e-06,0.0001,,auto_augment,original
345138786482359526,False,32,0.0001,10.0,0.5,0.1,10.0,0.5,0.0001,0.4,0.65,False,0.005,0.4,0.0,tf_efficientnet_b6_ns,0.9,adam,10,1.0,9,3,multistep,0.1,0.1,False,10,1e-06,0.0001,"(0.9, 0.99)",random_augment,
14629313813201358,False,16,0.1,1.0,1.0,0.5,0.0,0.1,0.001,0.4,0.75,True,0.005,1.0,0.0,mobilevit_xxs,0.8,momentum,10,0.6,8,2,cosine,0.0,0.0,True,5,1e-05,1e-05,,none,
123567153954327978,False,16,0.1,,0.0,0.25,20.0,0.5,0.1,0.1,,True,1e-05,2.0,1.0,edgenext_x_small,0.9,adam,10,1.0,8,2,multistep,0.0,0.0001,True,5,1e-06,0.01,"(0.0, 0.999)",none,
46606665941285913,True,32,0.01,10.0,0.5,0.1,20.0,0.1,0.001,0.1,0.75,False,0.0005,8.0,1.0,volo_d4_448,0.9,adam,10,1.0,8,2,step,0.05,0.0001,True,5,1e-06,1e-05,"(0.0, 0.99)",trivial_augment,
28503328849167578,False,32,0.01,1.0,0.5,0.1,20.0,0.5,0.0001,0.2,,False,0.01,1.0,0.25,volo_d4_448,0.9,adamp,10,1.0,8,2,step,0.1,0.1,True,0,0.0,0.0001,"(0.9, 0.999)",none,
84334393164184351,True,16,0.01,10.0,2.0,0.25,10.0,0.5,0.001,0.0,,True,0.005,2.0,0.75,beit_base_patch16_384,0.9,momentum,10,0.6,8,2,multistep,0.0,0.0001,False,5,1e-06,0.001,,none,
20533624987700,False,4,0.0001,1.0,1.0,0.0,0.0,0.1,0.001,0.3,,True,0.01,0.2,0.5,edgenext_xx_small,0.9,sgd,10,0.6,8,2,cosine,0.05,0.0001,False,0,0.0,0.1,,trivial_augment,
87502873346023402,False,64,0.1,10.0,1.0,0.5,0.0,0.1,0.1,0.1,0.75,False,0.0001,0.2,0.75,mobilevitv2_075,0.9,adam,10,0.4,8,2,cosine,0.05,0.001,False,5,1e-05,1e-05,"(0.0, 0.999)",auto_augment,v0
75759702018053251,True,128,0.0001,10.0,1.0,0.0,0.0,0.1,0.001,0.2,,False,0.005,4.0,0.5,mobilevit_xs,0.9,adamw,10,0.4,9,3,cosine,0.1,0.1,True,0,0.0,0.001,"(0.0, 0.99)",random_augment,
95306857059421920,False,64,0.0001,1.0,0.0,2.0,20.0,0.5,0.001,0.0,,False,0.01,8.0,0.75,volo_d3_448,0.9,adamw,10,1.0,8,2,multistep,0.05,0.001,False,10,1e-06,1e-05,"(0.9, 0.99)",trivial_augment,
1490458858977338,False,16,0.0,1.0,1.0,0.5,0.0,0.1,0.1,0.3,,False,0.001,0.4,0.75,convnext_small_384_in22ft1k,0.9,sgd,10,0.2,8,2,cosine,0.05,0.1,True,0,0.0,0.01,,trivial_augment,
347138559415771063,True,2,0.001,1.0,4.0,4.0,10.0,0.5,0.01,0.0,0.75,False,5e-05,2.0,1.0,volo_d3_448,0.9,adamp,10,0.2,8,2,multistep,0.0,0.01,True,0,0.0,0.0,"(0.0, 0.999)",none,
25584802680353215,True,128,0.1,1.0,1.0,0.5,0.0,0.1,0.0,0.1,0.75,False,5e-05,0.0,0.5,edgenext_x_small,0.9,adamp,2,1.0,8,2,plateau,0.0,0.0,True,10,1e-05,0.1,"(0.0, 0.999)",trivial_augment,
77382022729183739,True,8,0.1,10.0,0.5,0.0,20.0,0.1,0.1,0.3,0.65,False,0.0001,1.0,1.0,tf_efficientnet_b7_ns,0.9,adamp,10,0.4,8,2,step,0.1,0.001,True,10,0.0,0.0001,"(0.9, 0.99)",none,
46232561829016748,False,4,0.001,10.0,4.0,0.0,20.0,0.1,0.0,0.4,,False,1e-05,0.2,0.75,volo_d4_448,0.8,momentum,10,1.0,8,2,multistep,0.05,0.0001,False,10,0.0,1e-05,,trivial_augment,
96465819038405424,False,16,0.0001,1.0,2.0,0.1,20.0,0.5,0.0001,0.3,0.75,False,0.005,4.0,0.5,xcit_tiny_24_p8_384_dist,0.9,sgd,10,0.8,8,2,step,0.1,0.1,True,0,1e-06,0.0,,auto_augment,original
157509838723212079,True,16,0.1,1.0,2.0,0.0,0.0,0.1,0.1,0.4,0.65,False,0.0005,4.0,0.25,dla46x_c,0.99,momentum,10,0.2,17,3,cosine,0.1,0.01,True,10,1e-06,0.001,,random_augment,
6647780826608220,False,2,0.0,1.0,4.0,0.5,0.0,0.1,0.0,0.2,,True,0.005,2.0,0.5,mobilevit_xxs,0.9,sgd,10,0.6,8,2,cosine,0.0,0.01,False,10,1e-05,1e-05,,none,
23420192128314972,False,16,0.001,1.0,1.0,0.5,0.0,0.1,0.0001,0.2,0.75,True,1e-05,4.0,0.75,edgenext_small,0.9,adamw,10,0.8,8,2,cosine,0.0,0.0001,False,0,1e-06,0.0,"(0.9, 0.99)",trivial_augment,
65614639545381724,False,4,0.0001,10.0,2.0,0.25,10.0,0.1,0.0,0.2,0.75,False,0.01,4.0,0.5,swinv2_base_window12to24_192to384_22kft1k,0.9,adamp,10,0.2,8,2,step,0.05,0.01,False,10,1e-06,0.1,"(0.9, 0.99)",none,
9470005907426154,False,2,0.01,,0.0,4.0,20.0,0.1,0.0,0.2,0.75,False,0.005,0.2,0.75,mobilevitv2_075,0.0,momentum,10,0.2,8,2,multistep,0.0,0.0001,False,0,0.0,0.01,,none,
85776181512709377,True,4,0.01,10.0,1.0,0.5,0.0,0.1,0.1,0.0,0.75,True,0.005,0.0,0.25,mobilevitv2_075,0.95,momentum,10,0.0,8,2,cosine,0.05,0.001,True,5,1e-06,0.0001,,auto_augment,v0
8700144109875921,True,4,0.0001,1.0,2.0,0.1,20.0,0.1,0.1,0.2,,True,0.0005,2.0,0.25,volo_d3_448,0.9,sgd,10,0.6,8,2,multistep,0.1,0.1,True,0,1e-06,0.1,,trivial_augment,
67211497168614957,True,4,0.01,,0.0,1.0,10.0,0.1,0.001,0.0,0.65,False,0.001,2.0,1.0,edgenext_xx_small,0.9,sgd,10,1.0,9,3,multistep,0.1,0.1,True,0,1e-05,0.01,,random_augment,
26205698387084687,True,16,0.0,10.0,1.0,0.0,0.0,0.1,0.001,0.0,,False,0.0001,1.0,0.25,swinv2_base_window12to24_192to384_22kft1k,0.9,adamw,10,0.8,8,2,cosine,0.1,0.0001,True,0,1e-06,0.01,"(0.0, 0.99)",none,
30912699383098153,True,16,0.001,10.0,4.0,0.5,0.0,0.1,0.0001,0.0,0.75,True,1e-05,8.0,1.0,xcit_tiny_12_p8_384_dist,0.95,momentum,10,1.0,8,2,cosine,0.05,0.0,False,10,1e-05,1e-05,,none,
4057597409723835,True,32,0.0,10.0,1.0,0.25,0.0,0.1,0.01,0.3,0.75,False,0.01,0.0,0.0,volo_d5_512,0.9,sgd,10,1.0,8,2,cosine,0.05,0.0,False,0,0.0,0.0001,,none,
33703764580837126,False,64,0.001,,4.0,0.0,10.0,0.1,0.0,0.4,0.75,False,0.0005,0.0,0.25,edgenext_xx_small,0.9,adam,10,0.4,8,2,step,0.05,0.0001,True,10,1e-05,0.1,"(0.0, 0.99)",none,
26750409092656095,True,4,0.1,1.0,4.0,4.0,0.0,0.1,0.01,0.0,,True,0.005,1.0,0.25,volo_d1_384,0.8,momentum,10,0.4,8,2,cosine,0.0,0.01,False,5,1e-05,0.01,,none,
64660965877563326,False,32,0.0001,,0.0,0.0,20.0,0.5,0.01,0.4,0.65,False,1e-05,4.0,0.5,convnext_small_384_in22ft1k,0.9,adamp,10,0.8,9,2,multistep,0.1,0.1,True,5,1e-05,0.0,"(0.0, 0.99)",random_augment,
24267071353634825,True,8,0.0,1.0,4.0,1.0,10.0,0.5,0.0001,0.4,0.65,False,0.01,0.0,0.25,tf_efficientnet_b7_ns,0.9,sgd,10,0.6,8,2,step,0.05,0.001,True,10,1e-05,0.0,,trivial_augment,
21569747352608959,True,16,0.1,10.0,0.0,0.0,0.0,0.1,0.0001,0.3,,True,0.0001,4.0,1.0,mobilevitv2_075,0.9,sgd,10,0.8,9,3,cosine,0.1,0.001,True,10,1e-05,0.0001,,random_augment,
206668304291667700,False,32,0.0,10.0,2.0,0.0,0.0,0.1,0.0001,0.0,,False,0.0005,2.0,0.75,xcit_nano_12_p8_384_dist,0.9,adamw,2,0.4,17,3,plateau,0.0,0.0,True,0,0.0,0.0001,"(0.0, 0.99)",random_augment,
109613509204109538,False,32,0.001,1.0,0.0,0.0,20.0,0.1,0.01,0.4,,False,0.0001,2.0,0.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adam,10,1.0,8,2,step,0.0,0.0001,True,5,0.0,0.0001,"(0.0, 0.999)",none,
44911864146837470,False,256,0.001,1.0,4.0,0.5,20.0,0.1,0.1,0.4,0.65,False,0.01,0.4,0.0,edgenext_small,0.9,adam,10,0.4,8,2,multistep,0.05,0.01,False,10,0.0,0.0001,"(0.0, 0.99)",none,
150792658804993492,False,16,0.1,,2.0,0.5,0.0,0.1,0.1,0.1,,False,1e-05,0.4,1.0,volo_d1_384,0.9,adamp,5,0.2,8,2,plateau,0.1,0.0,False,0,1e-05,0.0001,"(0.9, 0.99)",none,
42775556929277441,True,8,0.001,1.0,2.0,0.0,20.0,0.1,0.001,0.3,,True,0.005,8.0,1.0,xcit_small_12_p8_384_dist,0.9,sgd,10,0.6,17,2,step,0.0,0.0001,False,0,1e-05,0.01,,random_augment,
119699951141366555,True,8,0.0,10.0,0.5,4.0,10.0,0.5,0.0,0.2,,False,1e-05,0.4,0.25,tf_efficientnet_b4_ns,0.9,adamw,10,0.4,8,2,step,0.05,0.01,True,10,1e-06,1e-05,"(0.0, 0.999)",none,
39322607857248169,True,2,0.0001,1.0,2.0,0.5,0.0,0.1,0.1,0.3,,True,0.005,4.0,1.0,xcit_small_12_p8_384_dist,0.99,momentum,10,0.2,8,2,cosine,0.0,0.0001,False,5,0.0,0.0,,none,
12837223851139968,False,8,0.1,1.0,0.0,0.0,0.0,0.1,0.0001,0.3,0.75,False,5e-05,0.2,1.0,tf_efficientnet_b7_ns,0.9,adamp,2,0.8,8,2,plateau,0.05,0.0,True,5,1e-06,0.0001,"(0.0, 0.99)",none,
21245536829031020,False,8,0.1,1.0,0.0,0.0,0.0,0.1,0.01,0.2,,False,0.005,0.4,0.25,tf_efficientnet_b7_ns,0.9,momentum,10,0.6,8,2,cosine,0.0,0.0001,True,0,1e-05,0.0001,,trivial_augment,
71858225155548852,False,2,0.1,10.0,0.0,0.1,0.0,0.1,0.0001,0.0,0.65,True,0.001,0.0,0.25,tf_efficientnet_b4_ns,0.95,momentum,5,0.8,8,2,plateau,0.05,0.1,True,5,0.0,0.0,,trivial_augment,
129671857670917560,False,16,0.01,10.0,0.5,0.1,10.0,0.1,0.0001,0.1,0.65,True,0.001,0.2,0.5,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,0.4,17,2,step,0.0,0.01,False,0,0.0,0.1,"(0.9, 0.999)",random_augment,
14912297524994694,False,16,0.0001,1.0,4.0,2.0,0.0,0.1,0.01,0.0,0.75,True,0.001,0.4,0.0,mobilevit_xs,0.9,adamp,2,0.4,8,2,plateau,0.1,0.01,False,0,0.0,0.0,"(0.9, 0.999)",auto_augment,v0
98066920943124749,True,32,0.0001,1.0,4.0,0.25,10.0,0.1,0.01,0.2,0.65,False,0.005,0.2,0.25,xcit_tiny_12_p8_384_dist,0.9,adamp,10,0.4,8,2,multistep,0.05,0.0001,True,10,1e-06,0.1,"(0.0, 0.999)",trivial_augment,
487993833432202637,True,8,0.001,,1.0,2.0,10.0,0.1,0.01,0.2,0.65,False,0.0005,0.2,0.75,beit_base_patch16_384,0.9,adamw,10,0.0,17,3,step,0.1,0.0001,True,0,1e-06,0.01,"(0.0, 0.999)",random_augment,
52154577899129740,False,8,0.001,,0.0,4.0,0.0,0.1,0.001,0.4,0.65,True,1e-05,4.0,0.75,beit_base_patch16_384,0.9,adamw,5,0.8,8,2,plateau,0.0,0.0001,True,10,1e-06,0.001,"(0.9, 0.99)",none,
7867652732612606,False,4,0.01,10.0,0.5,4.0,0.0,0.1,0.0,0.1,,True,0.01,0.0,0.25,beit_base_patch16_384,0.9,sgd,10,0.2,8,2,cosine,0.05,0.1,False,5,1e-05,0.0,,none,
4899244350912760,False,64,0.0,,0.0,0.1,10.0,0.1,0.01,0.2,0.75,False,0.001,1.0,1.0,edgenext_small,0.9,adamp,10,0.2,8,2,multistep,0.05,0.0001,True,10,1e-06,0.0001,"(0.9, 0.999)",none,
48314884911064248,False,4,0.001,10.0,0.5,0.0,0.0,0.1,0.01,0.3,0.65,False,0.005,0.4,0.5,volo_d5_448,0.9,adamp,10,0.8,8,2,cosine,0.05,0.0,False,5,1e-05,0.0,"(0.0, 0.99)",auto_augment,original
49735929923917286,False,32,0.1,,0.0,0.25,0.0,0.1,0.001,0.0,,False,0.0005,4.0,0.5,volo_d1_384,0.9,adam,10,0.6,17,2,cosine,0.0,0.0,True,5,1e-05,0.1,"(0.9, 0.99)",random_augment,
6266851992078951,True,4,0.0001,10.0,0.0,2.0,0.0,0.1,0.0,0.3,,True,1e-05,1.0,0.25,beit_base_patch16_384,0.9,sgd,10,0.8,8,2,cosine,0.1,0.001,True,10,1e-06,1e-05,,none,
77186984267185791,True,4,0.001,1.0,0.0,0.5,20.0,0.1,0.001,0.4,0.75,False,0.005,0.0,0.75,volo_d3_448,0.9,adamp,10,0.4,8,2,step,0.1,0.1,False,5,0.0,0.0001,"(0.9, 0.99)",none,
28257054175942354,False,16,0.01,10.0,2.0,1.0,0.0,0.1,0.0,0.3,0.75,False,5e-05,0.2,1.0,volo_d3_448,0.9,adam,10,0.8,9,2,cosine,0.05,0.01,False,10,1e-05,0.001,"(0.0, 0.999)",random_augment,
64020761016221401,True,16,0.01,10.0,2.0,0.1,20.0,0.5,0.0,0.1,,False,1e-05,1.0,0.75,edgenext_x_small,0.8,momentum,10,0.8,8,2,multistep,0.0,0.001,True,0,1e-06,0.0,,none,
94296089281877616,False,128,0.01,,0.0,0.5,20.0,0.5,0.001,0.1,,False,5e-05,4.0,0.75,mobilevit_xxs,0.9,sgd,10,0.4,9,3,multistep,0.0,0.0,True,5,1e-05,0.0001,,random_augment,
119135814970028787,True,32,0.0001,10.0,4.0,4.0,10.0,0.5,0.01,0.4,0.75,False,0.0005,8.0,0.5,xcit_tiny_12_p8_384_dist,0.9,adam,10,0.4,8,2,multistep,0.1,0.0,False,10,0.0,1e-05,"(0.0, 0.999)",none,
139759661253164860,False,32,0.0,10.0,0.5,0.0,20.0,0.1,0.01,0.4,,False,0.0001,8.0,0.75,xcit_nano_12_p8_384_dist,0.99,momentum,10,0.4,8,2,multistep,0.05,0.0,True,5,1e-06,0.01,,none,
34359170508591466,False,8,0.1,,1.0,0.1,10.0,0.1,0.001,0.0,0.75,True,0.001,8.0,0.75,convnext_small_384_in22ft1k,0.8,momentum,10,0.8,9,2,step,0.0,0.0,False,5,1e-06,0.01,,random_augment,
150602886341846109,True,32,0.0,1.0,2.0,0.5,0.0,0.1,0.0001,0.0,0.75,True,0.0001,8.0,0.25,convnext_small_384_in22ft1k,0.9,adam,5,0.6,8,2,plateau,0.0,0.01,True,5,1e-06,0.0001,"(0.9, 0.99)",none,
360986131152343362,False,16,0.0,,0.0,1.0,10.0,0.5,0.001,0.1,0.65,False,0.0001,2.0,0.5,convnext_small_384_in22ft1k,0.9,adamw,10,0.2,8,2,multistep,0.0,0.0001,False,0,1e-06,0.0001,"(0.0, 0.999)",auto_augment,original
8187915104477375,True,4,0.0,1.0,4.0,2.0,0.0,0.1,0.0,0.0,,False,1e-05,4.0,0.75,volo_d3_448,0.8,momentum,10,0.4,8,2,cosine,0.1,0.0,True,0,0.0,0.1,,trivial_augment,
25571983551944808,False,2,0.001,,2.0,2.0,20.0,0.5,0.1,0.4,,False,0.0005,8.0,0.25,tf_efficientnet_b7_ns,0.9,sgd,10,0.2,8,2,step,0.05,0.1,False,10,1e-05,0.1,,none,
24154089175846702,False,8,0.1,10.0,1.0,0.25,0.0,0.1,0.1,0.3,0.65,False,0.001,2.0,0.25,xcit_small_12_p8_384_dist,0.9,momentum,2,0.6,8,2,plateau,0.1,0.1,True,5,1e-05,0.0,,none,
129728200154669745,True,32,0.0,10.0,0.0,0.0,20.0,0.1,0.1,0.0,0.65,False,0.01,0.0,0.5,xcit_small_12_p8_384_dist,0.9,adamp,10,0.8,8,2,multistep,0.1,0.0001,True,0,0.0,0.1,"(0.0, 0.99)",auto_augment,v0
25078217484234223,True,2,0.1,,0.0,0.25,20.0,0.5,0.0,0.3,,True,0.001,0.2,0.75,volo_d5_448,0.9,sgd,10,0.6,8,2,multistep,0.05,0.0001,False,10,1e-06,0.1,,trivial_augment,
736319349334470,False,16,0.0001,10.0,2.0,4.0,0.0,0.1,0.0,0.3,,False,1e-05,0.4,0.25,volo_d1_384,0.9,sgd,10,0.2,8,2,cosine,0.0,0.1,True,5,1e-06,0.1,,none,
161233054094166210,False,2,0.0,,2.0,0.5,10.0,0.5,0.0,0.2,0.65,False,0.01,4.0,0.5,volo_d1_384,0.9,adam,10,0.8,8,2,step,0.1,0.0001,True,0,1e-06,0.0,"(0.0, 0.99)",auto_augment,v0
130656775959211818,False,32,0.001,10.0,1.0,1.0,10.0,0.1,0.1,0.0,0.75,False,1e-05,1.0,0.25,deit3_small_patch16_384_in21ft1k,0.99,momentum,10,0.2,8,2,step,0.1,0.01,True,0,1e-05,0.1,,trivial_augment,
6771106515689182,False,32,0.1,,0.0,0.5,0.0,0.1,0.001,0.0,,False,0.0005,2.0,0.25,beit_large_patch16_512,0.9,sgd,2,1.0,8,2,plateau,0.0,0.0001,False,0,0.0,0.0,,trivial_augment,
61609591261030963,True,4,0.0,10.0,0.5,2.0,10.0,0.5,0.01,0.3,0.65,False,0.01,0.0,1.0,tf_efficientnet_b7_ns,0.9,sgd,10,0.0,8,2,multistep,0.05,0.0001,True,10,1e-06,0.0001,,auto_augment,v0
322489983867005345,True,2,0.0,1.0,0.0,2.0,0.0,0.1,0.001,0.1,,False,0.01,4.0,0.25,beit_large_patch16_512,0.99,momentum,5,0.4,17,3,plateau,0.0,0.0,True,5,1e-05,1e-05,,random_augment,
36185555757136310,False,32,0.1,1.0,1.0,0.5,20.0,0.1,0.1,0.3,0.65,False,0.0001,8.0,1.0,xcit_tiny_24_p8_384_dist,0.9,adam,10,0.8,8,2,multistep,0.1,0.0001,False,5,1e-05,0.001,"(0.9, 0.999)",auto_augment,v0
56879507554361172,False,2,0.1,,0.0,0.0,20.0,0.5,0.1,0.4,,True,0.0001,0.4,0.75,xcit_small_12_p8_384_dist,0.9,adamp,10,0.8,9,2,multistep,0.0,0.0001,False,5,0.0,0.1,"(0.0, 0.99)",random_augment,
379858645182698475,True,32,0.0,1.0,0.5,0.1,20.0,0.5,0.01,0.0,0.75,False,0.0005,2.0,0.5,convnext_small_384_in22ft1k,0.9,adam,10,0.2,8,2,step,0.0,0.1,True,10,0.0,0.0,"(0.0, 0.999)",auto_augment,v0
107332322135357924,False,8,0.001,,4.0,0.1,20.0,0.1,0.0,0.4,0.75,False,5e-05,4.0,0.0,volo_d1_384,0.9,adamp,10,0.0,8,2,step,0.0,0.1,False,5,1e-06,0.01,"(0.0, 0.999)",trivial_augment,
75732331274209482,False,16,0.001,1.0,0.0,0.1,20.0,0.1,0.0,0.2,0.75,False,0.01,2.0,0.25,edgenext_xx_small,0.9,adam,10,0.0,8,2,multistep,0.1,0.001,True,0,0.0,0.001,"(0.9, 0.99)",none,
97936344926501932,False,32,0.1,1.0,2.0,2.0,10.0,0.1,0.1,0.2,0.75,False,0.01,8.0,0.0,volo_d5_448,0.9,adamw,10,1.0,8,2,step,0.1,0.001,True,5,1e-06,0.1,"(0.0, 0.999)",none,
70042054258842408,False,2,0.0001,1.0,0.0,0.25,10.0,0.1,0.001,0.1,0.65,False,0.0005,4.0,1.0,xcit_tiny_12_p8_384_dist,0.9,momentum,10,1.0,8,2,multistep,0.05,0.01,True,5,1e-05,0.0001,,none,
20359497692943028,False,4,0.0001,,0.0,0.5,0.0,0.1,0.001,0.0,0.75,False,5e-05,8.0,1.0,volo_d5_448,0.9,sgd,10,0.8,8,2,cosine,0.0,0.001,True,0,0.0,0.0001,,auto_augment,original
18476283603247758,False,2,0.0001,10.0,2.0,4.0,10.0,0.5,0.1,0.2,,False,0.01,2.0,0.75,tf_efficientnet_b7_ns,0.9,adamp,10,0.8,8,2,step,0.05,0.0001,False,0,1e-05,0.01,"(0.9, 0.999)",trivial_augment,
51568942828698114,False,8,0.0001,10.0,2.0,2.0,0.0,0.1,0.0,0.3,0.65,False,0.005,8.0,0.75,xcit_small_12_p8_384_dist,0.9,adam,2,0.2,8,2,plateau,0.0,0.001,True,5,0.0,0.001,"(0.9, 0.99)",none,
22430052385833616,False,32,0.0,,0.0,0.5,0.0,0.1,0.1,0.0,0.75,False,0.0005,4.0,0.0,volo_d5_448,0.9,sgd,10,1.0,8,2,cosine,0.0,0.0,True,10,1e-06,1e-05,,auto_augment,original
27061560369687618,False,2,0.0001,1.0,2.0,0.5,0.0,0.1,0.1,0.3,0.75,True,0.0005,1.0,0.0,beit_base_patch16_384,0.9,adamp,10,0.4,8,2,cosine,0.1,0.01,False,0,0.0,0.001,"(0.0, 0.999)",trivial_augment,
