,amp,batch_size,bss_reg,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,model,momentum,opt,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,sched,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay,opt_betas,data_augmentation,auto_augment
92809074986975512,False,64,0.1,10.0,0.0,4.0,0.0,0.1,0.0001,0.4,0.65,False,0.01,2.0,0.75,edgenext_xx_small,0.9,adamw,10,0.6,8,2,cosine,0.0,0.0001,True,0,1e-05,0.001,"(0.0, 0.999)",auto_augment,original
31167263877236830,False,2,0.0,10.0,1.0,0.25,0.0,0.1,0.01,0.0,,False,0.0005,8.0,1.0,volo_d4_448,0.9,adam,10,0.4,8,2,cosine,0.05,0.001,True,0,0.0,0.0,"(0.0, 0.999)",none,
589698216116831394,False,2,0.01,1.0,0.0,2.0,10.0,0.1,0.001,0.0,,False,0.01,0.4,0.0,beit_base_patch16_384,0.95,momentum,10,0.4,17,3,step,0.1,0.0,True,0,1e-05,1e-05,,random_augment,
26135888985092943,True,32,0.01,1.0,1.0,0.0,0.0,0.1,0.0001,0.0,0.65,False,0.001,8.0,1.0,volo_d3_448,0.9,adamp,10,1.0,8,2,cosine,0.0,0.001,False,0,1e-06,0.01,"(0.0, 0.999)",trivial_augment,
190968853361247119,True,64,0.0001,1.0,0.0,0.5,20.0,0.5,0.001,0.1,,False,5e-05,2.0,0.75,xcit_nano_12_p8_384_dist,0.9,adamw,10,1.0,8,2,step,0.1,0.01,True,0,1e-06,0.0001,"(0.0, 0.99)",auto_augment,original
103543413631758050,False,256,0.001,10.0,0.5,1.0,10.0,0.1,0.0001,0.4,,False,0.0005,0.0,1.0,deit3_small_patch16_384_in21ft1k,0.9,adamw,10,1.0,8,2,multistep,0.05,0.0001,False,0,1e-05,1e-05,"(0.0, 0.99)",none,
121503048590796783,True,8,0.0001,,0.0,1.0,0.0,0.1,0.0,0.2,0.75,False,5e-05,0.0,0.5,tf_efficientnet_b7_ns,0.99,momentum,10,0.2,8,2,cosine,0.1,0.01,True,10,1e-05,0.0,,auto_augment,original
24094707269846259,True,4,0.001,,0.5,1.0,0.0,0.1,0.1,0.4,0.75,True,0.0005,8.0,0.25,convnext_small_384_in22ft1k,0.9,sgd,10,0.2,8,2,cosine,0.0,0.0001,True,5,1e-05,0.0,,auto_augment,original
7901657903055393,True,4,0.01,10.0,0.0,1.0,0.0,0.1,0.01,0.2,,False,0.001,2.0,0.25,swinv2_base_window12to24_192to384_22kft1k,0.9,sgd,10,0.2,8,2,cosine,0.1,0.0001,True,5,1e-05,0.0,,none,
122654049556626037,True,2,0.001,1.0,2.0,1.0,0.0,0.1,0.0001,0.2,,True,0.005,4.0,0.25,mobilevit_xs,0.9,adamp,10,1.0,17,3,cosine,0.05,0.0,True,5,1e-05,0.1,"(0.0, 0.999)",random_augment,
12352969713298033,True,2,0.1,1.0,0.5,2.0,0.0,0.1,0.01,0.2,0.75,False,0.001,0.0,0.5,volo_d1_384,0.9,adamp,10,0.6,8,2,cosine,0.05,0.01,False,5,0.0,0.0001,"(0.0, 0.99)",trivial_augment,
3546508776984962,False,32,0.01,10.0,0.5,0.5,0.0,0.1,0.01,0.3,0.65,True,0.001,4.0,0.25,volo_d3_448,0.9,sgd,10,1.0,8,2,cosine,0.05,0.0001,True,10,1e-06,0.001,,none,
3645782888115052,False,64,0.1,,0.5,0.5,0.0,0.1,0.1,0.0,0.75,False,5e-05,0.4,0.25,mobilevit_xxs,0.9,adam,10,0.0,8,2,cosine,0.0,0.01,False,0,1e-05,0.001,"(0.9, 0.999)",trivial_augment,
112125059729922881,True,64,0.0,1.0,4.0,0.0,20.0,0.1,0.0001,0.0,,True,0.001,0.0,0.75,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,1.0,9,2,multistep,0.05,0.01,False,0,0.0,0.0,"(0.0, 0.999)",random_augment,
22581907058720121,True,128,0.001,1.0,4.0,0.5,10.0,0.5,0.01,0.3,,False,1e-05,4.0,1.0,mobilevit_xs,0.9,adamp,10,0.6,8,2,step,0.0,0.0,True,0,1e-05,1e-05,"(0.9, 0.999)",trivial_augment,
12423375663406520,False,8,0.001,,0.5,1.0,0.0,0.1,0.0001,0.2,,False,5e-05,4.0,0.0,beit_base_patch16_384,0.8,momentum,10,0.0,8,2,cosine,0.0,0.01,True,5,0.0,0.0001,,none,
83361472402483174,False,4,0.0,,0.5,1.0,0.0,0.1,0.001,0.2,0.65,False,0.0005,0.2,0.5,volo_d5_448,0.9,adamp,10,0.8,9,3,cosine,0.05,0.0001,True,0,1e-05,0.01,"(0.9, 0.99)",random_augment,
11557929653638687,True,2,0.001,1.0,2.0,0.25,0.0,0.1,0.001,0.0,,False,5e-05,4.0,0.0,xcit_nano_12_p8_384_dist,0.9,adam,10,0.8,8,2,cosine,0.05,0.0,False,10,1e-06,0.001,"(0.0, 0.99)",trivial_augment,
93035084996725848,False,2,0.0001,1.0,1.0,0.0,20.0,0.5,0.1,0.1,0.65,False,5e-05,2.0,0.25,mobilevit_xxs,0.9,adam,10,0.6,8,2,step,0.0,0.0001,False,10,1e-05,0.001,"(0.9, 0.99)",none,
54976889438363350,False,64,0.0,1.0,0.0,4.0,0.0,0.1,0.0001,0.1,,False,0.001,2.0,0.0,edgenext_small,0.9,momentum,10,0.6,8,2,cosine,0.05,0.1,False,0,1e-05,1e-05,,none,
101152828757641350,False,32,0.0001,10.0,1.0,1.0,10.0,0.1,0.1,0.1,0.75,False,0.01,0.2,0.25,xcit_small_12_p8_384_dist,0.9,adamp,10,0.8,8,2,multistep,0.0,0.001,False,10,1e-05,0.001,"(0.0, 0.999)",none,
368906892035150887,True,16,0.0,10.0,0.0,0.0,20.0,0.1,0.0001,0.1,,True,0.0005,0.0,0.5,deit3_small_patch16_384_in21ft1k,0.8,momentum,10,0.6,9,3,step,0.0,0.1,True,5,0.0,0.0001,,random_augment,
39095129981337028,False,64,0.1,1.0,0.0,4.0,20.0,0.1,0.01,0.3,0.65,False,0.005,0.4,0.75,volo_d1_384,0.9,adamw,10,0.8,8,2,step,0.1,0.0,True,10,1e-05,1e-05,"(0.9, 0.999)",auto_augment,v0
31195521932219773,True,16,0.001,1.0,1.0,4.0,0.0,0.1,0.0,0.4,0.75,True,0.0005,4.0,1.0,xcit_nano_12_p8_384_dist,0.9,adamp,2,0.6,8,2,plateau,0.0,0.1,True,0,0.0,0.0,"(0.0, 0.999)",none,
216148520485802577,True,4,0.01,10.0,1.0,4.0,10.0,0.5,0.0001,0.3,0.75,False,0.0005,8.0,0.25,mobilevitv2_075,0.8,momentum,10,1.0,17,2,step,0.0,0.001,True,0,0.0,1e-05,,random_augment,
45616651583599998,False,2,0.0001,10.0,0.0,0.5,20.0,0.1,0.01,0.1,,True,0.01,0.2,0.75,tf_efficientnet_b7_ns,0.9,adam,10,0.0,8,2,multistep,0.05,0.0,False,5,1e-05,0.0001,"(0.9, 0.999)",auto_augment,original
27791920864436250,False,128,0.0001,10.0,1.0,1.0,0.0,0.1,0.1,0.0,0.65,True,0.0005,0.0,1.0,edgenext_xx_small,0.9,sgd,10,0.8,17,3,cosine,0.05,0.001,False,10,1e-06,0.001,,random_augment,
2496832257572248,False,8,0.01,,1.0,0.25,0.0,0.1,0.001,0.0,0.75,True,0.01,2.0,0.25,edgenext_xx_small,0.9,sgd,10,0.4,8,2,cosine,0.05,0.0001,True,5,1e-05,0.01,,none,
86718200239071410,False,32,0.001,,2.0,1.0,0.0,0.1,0.0001,0.1,0.65,False,0.01,0.0,0.25,beit_large_patch16_512,0.9,adam,10,1.0,8,2,cosine,0.0,0.0,False,10,0.0,1e-05,"(0.0, 0.999)",auto_augment,v0
17885049260294611,True,2,0.0,1.0,0.5,0.1,0.0,0.1,0.0,0.1,,True,0.01,0.0,0.0,xcit_tiny_12_p8_384_dist,0.9,sgd,10,0.8,9,3,cosine,0.0,0.001,False,10,0.0,0.01,,random_augment,
66994472811765907,True,2,0.001,1.0,4.0,0.1,0.0,0.1,0.0,0.0,,True,0.0005,4.0,0.75,tf_efficientnet_b6_ns,0.9,momentum,10,1.0,8,2,cosine,0.05,0.0,True,10,1e-06,0.01,,auto_augment,original
81609647187467141,True,8,0.01,1.0,4.0,0.1,0.0,0.1,0.1,0.0,,False,1e-05,4.0,0.25,beit_base_patch16_384,0.9,adamp,2,0.2,8,2,plateau,0.05,0.1,True,0,1e-06,0.1,"(0.0, 0.999)",auto_augment,v0
3705880917558734,False,32,0.001,,1.0,2.0,0.0,0.1,0.01,0.2,,False,0.0005,2.0,0.75,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,0.2,8,2,cosine,0.0,0.001,True,0,1e-05,0.001,,none,
86458348575210054,False,128,0.1,,0.5,0.25,10.0,0.5,0.0,0.3,,False,0.01,8.0,0.0,mobilevit_xxs,0.9,adam,10,0.0,8,2,step,0.1,0.001,False,0,0.0,1e-05,"(0.9, 0.99)",none,
22289528812005673,True,8,0.001,10.0,0.0,2.0,0.0,0.1,0.0001,0.3,0.65,False,0.01,0.0,0.25,swinv2_base_window12to24_192to384_22kft1k,0.9,sgd,10,0.4,9,3,cosine,0.1,0.0,True,5,1e-06,1e-05,,random_augment,
6047815016341519,True,16,0.1,10.0,2.0,1.0,0.0,0.1,0.001,0.0,0.65,True,0.0001,2.0,0.25,convnext_small_384_in22ft1k,0.9,sgd,10,0.8,8,2,cosine,0.0,0.01,False,5,1e-06,1e-05,,trivial_augment,
43198693841934080,False,16,0.1,1.0,2.0,2.0,0.0,0.1,0.0,0.2,,False,0.005,1.0,0.25,beit_base_patch16_384,0.9,adam,10,0.6,8,2,cosine,0.05,0.1,True,10,1e-05,0.01,"(0.0, 0.99)",auto_augment,original
11336262083169356,False,4,0.01,,0.0,0.5,0.0,0.1,0.0001,0.2,0.75,False,1e-05,1.0,0.5,mobilevit_xxs,0.9,adamw,2,0.0,8,2,plateau,0.05,0.0,True,0,1e-06,0.001,"(0.0, 0.99)",trivial_augment,
110177729536940561,True,8,0.0,10.0,0.5,0.0,20.0,0.1,0.1,0.0,,False,0.0005,0.0,0.5,xcit_tiny_24_p8_384_dist,0.9,sgd,10,0.0,17,3,step,0.1,0.01,False,10,1e-06,0.0001,,random_augment,
185527437221150243,True,512,0.001,1.0,0.0,0.1,20.0,0.5,0.01,0.3,0.65,True,0.001,2.0,0.5,mobilevit_xxs,0.8,momentum,10,0.6,8,2,step,0.0,0.0001,True,0,1e-06,0.0,,auto_augment,v0
5920784878950372,False,8,0.0,1.0,0.5,1.0,0.0,0.1,0.001,0.1,0.75,False,1e-05,0.0,1.0,volo_d4_448,0.9,sgd,2,0.8,8,2,plateau,0.05,0.1,False,0,1e-06,1e-05,,none,
75862877224179298,False,8,0.01,,1.0,0.25,20.0,0.1,0.0,0.4,0.75,False,0.0001,2.0,0.75,deit3_small_patch16_384_in21ft1k,0.9,adamw,10,0.6,8,2,multistep,0.05,0.0001,True,5,0.0,0.001,"(0.9, 0.99)",none,
19918181863361533,True,2,0.0,,0.5,0.0,0.0,0.1,0.0001,0.1,0.65,False,0.001,2.0,0.25,volo_d4_448,0.9,adamw,2,0.4,8,2,plateau,0.05,0.001,True,0,1e-05,0.001,"(0.9, 0.99)",trivial_augment,
41739795666164629,True,2,0.0001,10.0,4.0,0.0,0.0,0.1,0.0,0.0,,True,0.0005,0.2,0.0,deit3_small_patch16_384_in21ft1k,0.9,adamw,10,1.0,8,2,cosine,0.0,0.001,False,10,1e-05,0.1,"(0.0, 0.99)",auto_augment,original
38019585347021869,True,4,0.1,10.0,2.0,0.25,10.0,0.1,0.1,0.2,,False,0.01,1.0,0.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adamw,10,0.4,9,2,step,0.0,0.1,False,5,0.0,1e-05,"(0.0, 0.99)",random_augment,
97421022028475020,False,8,0.0,,2.0,0.0,10.0,0.1,0.1,0.2,0.65,False,0.01,0.2,0.5,tf_efficientnet_b7_ns,0.95,momentum,10,0.8,8,2,step,0.05,0.01,False,5,0.0,0.1,,none,
66830427357165262,False,64,0.1,,4.0,0.0,10.0,0.1,0.1,0.1,,True,0.01,0.2,0.25,dla46x_c,0.9,sgd,10,1.0,9,3,step,0.05,0.1,False,5,1e-06,0.01,,random_augment,
19578843799032212,False,32,0.01,10.0,0.5,4.0,0.0,0.1,0.001,0.2,,False,0.0005,0.2,1.0,edgenext_xx_small,0.9,adamp,10,0.0,8,2,cosine,0.0,0.0,True,5,1e-06,0.001,"(0.9, 0.99)",none,
116573150262857204,False,2,0.1,1.0,1.0,1.0,0.0,0.1,0.1,0.4,0.65,False,0.0005,0.0,1.0,volo_d4_448,0.9,adam,10,0.2,17,3,cosine,0.0,0.0,False,0,1e-06,0.001,"(0.9, 0.99)",random_augment,
198504540586572718,False,8,0.01,1.0,0.5,1.0,10.0,0.1,0.0,0.2,,False,0.0005,1.0,0.75,mobilevit_xs,0.8,momentum,10,0.2,17,2,step,0.0,0.0001,False,0,0.0,0.0001,,random_augment,
75431894947817495,True,8,0.0,1.0,0.0,0.1,20.0,0.1,0.001,0.4,0.75,True,0.0001,0.0,1.0,xcit_small_12_p8_384_dist,0.9,momentum,10,0.8,8,2,step,0.1,0.001,True,5,1e-05,0.01,,trivial_augment,
1037039705520088,False,8,0.01,1.0,1.0,2.0,0.0,0.1,0.1,0.3,0.75,True,0.001,0.2,0.25,convnext_small_384_in22ft1k,0.9,sgd,10,1.0,8,2,cosine,0.0,0.1,True,0,1e-05,0.1,,trivial_augment,
17882968666831371,True,32,0.1,1.0,0.0,2.0,0.0,0.1,0.0,0.0,0.75,True,1e-05,0.2,0.25,beit_base_patch16_384,0.9,adamw,2,0.6,8,2,plateau,0.1,0.0001,False,10,0.0,0.01,"(0.9, 0.99)",trivial_augment,
31961495417550136,False,16,0.0,1.0,4.0,4.0,0.0,0.1,0.01,0.2,0.75,False,0.005,0.0,0.25,xcit_tiny_12_p8_384_dist,0.9,adamp,10,0.4,8,2,cosine,0.05,0.0,False,0,1e-05,0.0,"(0.0, 0.999)",trivial_augment,
31300800288033744,False,2,0.01,1.0,0.0,2.0,0.0,0.1,0.01,0.1,0.65,False,0.0005,2.0,0.0,deit3_small_patch16_384_in21ft1k,0.9,adam,2,1.0,8,2,plateau,0.0,0.0001,True,5,0.0,0.0,"(0.0, 0.999)",trivial_augment,
18288427943247813,True,32,0.01,,0.0,4.0,0.0,0.1,0.1,0.1,0.75,False,0.005,0.4,0.0,xcit_nano_12_p8_384_dist,0.9,adamp,2,1.0,8,2,plateau,0.1,0.01,True,5,1e-06,0.01,"(0.9, 0.99)",trivial_augment,
54094909778979035,True,8,0.0,1.0,1.0,1.0,0.0,0.1,0.0,0.2,0.75,True,0.0005,2.0,0.0,volo_d3_448,0.9,adam,5,0.8,8,2,plateau,0.05,0.0,True,0,0.0,1e-05,"(0.9, 0.99)",none,
19899493746352597,True,2,0.001,10.0,4.0,0.5,0.0,0.1,0.0001,0.0,,False,0.001,0.0,0.5,xcit_tiny_24_p8_384_dist,0.9,adam,10,0.8,8,2,cosine,0.05,0.0001,True,0,1e-05,0.001,"(0.9, 0.99)",trivial_augment,
93632741145656561,True,8,0.0,1.0,2.0,4.0,0.0,0.1,0.1,0.2,0.75,False,5e-05,0.4,1.0,beit_base_patch16_384,0.9,adamp,10,0.0,8,2,cosine,0.0,0.0001,False,0,1e-06,0.0001,"(0.0, 0.999)",auto_augment,original
4231307696917272,False,16,0.001,1.0,1.0,0.1,0.0,0.1,0.0001,0.2,0.75,False,0.0005,1.0,1.0,convnext_small_384_in22ft1k,0.9,sgd,10,0.6,8,2,cosine,0.0,0.001,False,5,0.0,0.0001,,trivial_augment,
11897157414792713,True,8,0.0001,10.0,2.0,2.0,0.0,0.1,0.001,0.4,0.65,False,0.0005,0.2,0.25,xcit_tiny_12_p8_384_dist,0.9,adam,2,1.0,8,2,plateau,0.1,0.001,False,5,1e-05,0.001,"(0.9, 0.999)",auto_augment,v0
5838791204392849,True,2,0.0001,1.0,1.0,0.25,10.0,0.1,0.001,0.0,0.75,True,0.0001,0.4,0.5,edgenext_x_small,0.9,sgd,10,0.8,9,2,step,0.0,0.1,True,10,0.0,1e-05,,random_augment,
15329649126586784,False,4,0.0,10.0,1.0,0.5,0.0,0.1,0.0,0.3,0.65,False,1e-05,2.0,0.75,beit_large_patch16_512,0.9,adamw,10,0.8,8,2,cosine,0.1,0.0001,False,0,1e-06,0.0,"(0.0, 0.99)",none,
10959091469112288,False,64,0.001,10.0,2.0,1.0,20.0,0.1,0.01,0.2,0.75,False,1e-05,1.0,0.75,mobilevit_xxs,0.9,sgd,10,0.0,8,2,step,0.05,0.0,False,5,0.0,0.001,,trivial_augment,
258348020857942410,False,2,0.0,,2.0,0.25,0.0,0.1,0.0,0.0,0.65,True,0.01,0.0,0.75,edgenext_x_small,0.9,adamw,5,0.4,17,3,plateau,0.1,0.1,True,10,0.0,0.0,"(0.0, 0.999)",random_augment,
75667206157907913,True,32,0.01,,0.0,1.0,20.0,0.1,0.0,0.2,0.65,False,0.0001,0.2,0.0,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,1.0,8,2,step,0.05,0.01,False,0,0.0,0.001,"(0.9, 0.99)",trivial_augment,
17928059881171131,True,32,0.1,,0.0,2.0,0.0,0.1,0.01,0.3,0.75,True,1e-05,0.0,1.0,edgenext_small,0.9,sgd,2,0.8,17,2,plateau,0.1,0.1,False,10,0.0,0.01,,random_augment,
7888968493121585,True,32,0.01,,0.5,1.0,10.0,0.1,0.01,0.2,0.75,False,0.005,0.4,0.75,tf_efficientnet_b4_ns,0.9,adamp,10,0.4,8,2,step,0.1,0.0,True,5,1e-05,0.0,"(0.9, 0.999)",trivial_augment,
124559685157436069,True,4,0.01,,2.0,4.0,0.0,0.1,0.1,0.3,0.75,False,1e-05,0.4,0.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adamw,10,0.2,17,3,cosine,0.05,0.001,False,10,0.0,0.001,"(0.0, 0.999)",random_augment,
34864448877544972,False,8,0.0001,10.0,0.5,0.5,10.0,0.1,0.0,0.4,,True,1e-05,0.0,1.0,mobilevit_xs,0.8,momentum,10,1.0,8,2,step,0.1,0.01,False,5,1e-05,0.01,,trivial_augment,
39697153426962517,True,128,0.01,,0.0,0.1,0.0,0.1,0.1,0.4,0.65,False,0.0005,0.4,0.0,mobilevitv2_075,0.9,sgd,2,0.8,9,3,plateau,0.1,0.0,True,0,1e-06,0.0,,random_augment,
303235897985721774,False,2,0.01,,0.5,4.0,10.0,0.1,0.0,0.0,0.65,False,1e-05,0.2,0.25,beit_large_patch16_512,0.9,adam,10,1.0,8,2,multistep,0.1,0.0001,False,10,1e-06,0.001,"(0.0, 0.999)",auto_augment,v0
35681916108727125,True,2,0.001,1.0,1.0,1.0,0.0,0.1,0.001,0.4,0.75,False,0.01,0.0,0.75,volo_d3_448,0.99,momentum,10,0.2,8,2,cosine,0.05,0.01,True,0,1e-06,0.001,,trivial_augment,
32962007862975724,False,128,0.0001,10.0,2.0,0.1,0.0,0.1,0.0,0.0,0.75,False,0.0001,4.0,0.75,convnext_small_384_in22ft1k,0.9,adamp,10,0.8,8,2,cosine,0.0,0.001,True,0,1e-06,0.1,"(0.0, 0.99)",auto_augment,v0
114576831509753549,True,64,0.0001,1.0,4.0,0.5,0.0,0.1,0.01,0.4,,False,1e-05,0.4,0.5,mobilevit_xs,0.9,adamw,10,0.2,17,3,cosine,0.0,0.001,True,5,1e-05,0.1,"(0.9, 0.99)",random_augment,
105341933522353466,False,4,0.01,10.0,4.0,4.0,20.0,0.1,0.001,0.1,0.75,False,0.0001,2.0,0.75,dla46x_c,0.9,adamw,10,0.0,8,2,step,0.05,0.0001,False,0,0.0,0.1,"(0.0, 0.999)",trivial_augment,
106186671223685874,False,2,0.01,10.0,1.0,0.1,0.0,0.1,0.01,0.3,0.75,True,0.001,4.0,0.5,convnext_small_384_in22ft1k,0.99,momentum,10,0.8,8,2,cosine,0.1,0.001,True,10,1e-06,0.1,,auto_augment,v0
11921714285418362,False,4,0.0,1.0,0.5,0.0,0.0,0.1,0.0,0.2,,False,0.001,0.4,1.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adamp,2,0.4,8,2,plateau,0.05,0.1,False,5,1e-05,0.001,"(0.0, 0.99)",none,
109346309177819317,True,16,0.0,10.0,4.0,2.0,0.0,0.1,0.01,0.1,,False,0.0001,0.4,0.25,edgenext_small,0.9,adam,10,0.8,17,3,cosine,0.05,0.01,True,10,1e-05,0.001,"(0.0, 0.99)",random_augment,
24520342261309518,False,128,0.001,1.0,4.0,4.0,0.0,0.1,0.1,0.1,0.65,True,0.005,8.0,1.0,dla46x_c,0.95,momentum,10,0.8,8,2,cosine,0.05,0.1,False,5,0.0,0.1,,none,
113320425082516077,True,4,0.01,10.0,1.0,0.1,0.0,0.1,0.001,0.0,,False,0.005,1.0,1.0,xcit_nano_12_p8_384_dist,0.9,adamw,5,0.0,8,2,plateau,0.0,0.01,False,10,1e-05,0.0,"(0.9, 0.999)",auto_augment,v0
123551483788822466,False,4,0.01,10.0,4.0,0.1,20.0,0.5,0.0001,0.3,0.75,True,1e-05,2.0,0.5,edgenext_x_small,0.9,adam,10,0.2,8,2,multistep,0.0,0.0,True,5,1e-06,0.01,"(0.0, 0.999)",none,
211742085028738102,False,16,0.001,10.0,0.5,4.0,10.0,0.5,0.001,0.0,0.75,False,1e-05,8.0,0.0,tf_efficientnet_b4_ns,0.9,adamw,10,0.2,17,2,step,0.05,0.01,False,5,1e-05,0.1,"(0.9, 0.99)",random_augment,
240983099412988723,True,4,0.001,,4.0,0.5,20.0,0.1,0.1,0.1,0.75,False,0.005,0.2,0.25,volo_d5_448,0.9,adamp,10,0.8,8,2,step,0.05,0.001,False,5,1e-06,1e-05,"(0.9, 0.99)",auto_augment,original
2950062870398783,True,4,0.0001,10.0,4.0,0.5,0.0,0.1,0.0,0.1,0.65,False,5e-05,0.0,0.0,volo_d3_448,0.9,sgd,2,0.6,8,2,plateau,0.05,0.0001,True,5,0.0,0.001,,trivial_augment,
75937296943780645,True,128,0.1,,2.0,1.0,20.0,0.5,0.0,0.4,0.75,False,0.01,0.4,1.0,edgenext_small,0.9,sgd,10,0.0,8,2,multistep,0.05,0.0001,False,10,0.0,0.001,,none,
58863212133827133,True,4,0.0,1.0,1.0,4.0,20.0,0.5,0.01,0.0,0.75,True,5e-05,1.0,0.5,volo_d1_384,0.9,adamp,10,0.0,8,2,step,0.05,0.01,False,10,1e-06,0.01,"(0.0, 0.99)",none,
31587808523736936,False,32,0.01,10.0,1.0,0.0,0.0,0.1,0.0001,0.0,0.65,False,0.0005,0.0,0.25,volo_d4_448,0.8,momentum,10,1.0,8,2,cosine,0.05,0.0,True,0,1e-06,0.0,,none,
20397532560542442,False,2,0.1,10.0,1.0,1.0,10.0,0.5,0.0001,0.1,0.75,False,0.001,4.0,1.0,mobilevit_xxs,0.9,sgd,10,0.8,8,2,multistep,0.05,0.1,True,0,0.0,0.0001,,trivial_augment,
4583054360623129,True,16,0.1,,0.0,0.5,10.0,0.1,0.0,0.1,,False,0.001,1.0,1.0,mobilevitv2_075,0.9,sgd,10,0.2,8,2,step,0.05,0.0,True,0,1e-06,0.0001,,none,
62959899710701887,True,128,0.1,,0.0,2.0,20.0,0.5,0.001,0.0,0.65,False,1e-05,2.0,0.0,dla46x_c,0.8,momentum,10,0.0,8,2,multistep,0.05,0.0001,True,10,1e-06,1e-05,,trivial_augment,
24110661802227962,False,256,0.0001,,4.0,0.5,0.0,0.1,0.0001,0.0,,True,0.005,1.0,0.5,edgenext_xx_small,0.9,adamw,10,0.0,8,2,cosine,0.0,0.001,True,5,1e-05,0.0,"(0.9, 0.99)",none,
6201308445228807,True,2,0.1,10.0,1.0,0.1,0.0,0.1,0.1,0.4,,False,0.01,0.2,1.0,volo_d3_448,0.9,adamp,10,0.0,8,2,cosine,0.05,0.01,False,10,1e-06,1e-05,"(0.9, 0.999)",trivial_augment,
3225986661532051,True,2,0.0,,0.0,1.0,0.0,0.1,0.1,0.4,,False,0.001,0.0,1.0,tf_efficientnet_b6_ns,0.0,momentum,10,0.4,8,2,cosine,0.0,0.0,True,0,1e-06,0.001,,trivial_augment,
116668816517440148,False,128,0.01,10.0,0.0,0.0,0.0,0.1,0.0,0.4,,False,1e-05,4.0,0.5,xcit_tiny_24_p8_384_dist,0.99,momentum,10,1.0,9,3,cosine,0.05,0.0001,True,0,1e-06,0.001,,random_augment,
4256693783898482,False,4,0.0,1.0,1.0,4.0,0.0,0.1,0.01,0.2,0.75,False,0.0001,0.2,0.5,edgenext_x_small,0.0,momentum,10,1.0,8,2,cosine,0.1,0.01,False,5,0.0,0.0001,,none,
34048563721994292,False,16,0.001,10.0,0.5,0.0,10.0,0.1,0.0001,0.4,0.75,False,0.0001,2.0,1.0,edgenext_xx_small,0.9,adamp,10,0.0,8,2,step,0.05,0.1,True,5,0.0,0.01,"(0.0, 0.99)",none,
31557129819878452,False,8,0.0001,1.0,1.0,0.25,0.0,0.1,0.1,0.0,,True,0.0005,1.0,0.75,mobilevit_xxs,0.9,sgd,10,0.2,17,3,cosine,0.05,0.01,False,0,1e-06,0.0,,random_augment,
18976363741594941,True,256,0.001,10.0,2.0,0.25,10.0,0.5,0.1,0.0,0.75,False,5e-05,2.0,0.75,edgenext_xx_small,0.9,adamw,10,0.8,8,2,step,0.1,0.1,False,0,0.0,0.001,"(0.9, 0.999)",none,
3036161561494310,False,32,0.1,,4.0,0.1,0.0,0.1,0.0001,0.1,,True,1e-05,0.0,0.5,xcit_nano_12_p8_384_dist,0.9,adam,10,0.6,8,2,cosine,0.05,0.001,False,10,0.0,0.001,"(0.9, 0.999)",none,
92547657034323824,False,4,0.1,,0.0,0.0,0.0,0.1,0.01,0.3,0.65,False,1e-05,4.0,0.0,mobilevit_xs,0.9,adam,10,0.2,8,2,cosine,0.1,0.01,True,5,1e-06,0.001,"(0.0, 0.999)",auto_augment,original
41766075253292025,True,4,0.1,,0.0,4.0,20.0,0.1,0.01,0.4,0.65,False,0.0001,8.0,0.75,xcit_nano_12_p8_384_dist,0.8,momentum,10,0.2,8,2,multistep,0.1,0.01,False,10,1e-05,0.1,,trivial_augment,
245884178430395085,True,4,0.1,1.0,0.5,0.1,10.0,0.5,0.01,0.4,,True,0.0005,0.2,1.0,edgenext_x_small,0.9,adamw,10,1.0,17,2,step,0.0,0.1,True,0,0.0,0.001,"(0.0, 0.999)",random_augment,
461145326339668927,True,32,0.01,10.0,4.0,4.0,10.0,0.1,0.001,0.0,0.65,False,0.001,0.4,0.0,volo_d1_384,0.9,adamp,10,0.6,17,3,multistep,0.0,0.001,True,5,1e-06,0.0,"(0.9, 0.99)",random_augment,
183934057326673932,False,2,0.1,1.0,0.5,0.0,0.0,0.1,0.001,0.1,,False,0.0005,0.2,0.75,deit3_small_patch16_384_in21ft1k,0.9,adamp,5,0.4,9,3,plateau,0.1,0.1,True,5,0.0,1e-05,"(0.9, 0.99)",random_augment,
3426593180489242,False,64,0.001,10.0,2.0,2.0,0.0,0.1,0.0,0.3,,False,0.001,4.0,0.25,xcit_small_12_p8_384_dist,0.9,adamw,10,1.0,8,2,cosine,0.05,0.01,True,5,1e-06,0.001,"(0.9, 0.999)",trivial_augment,
105253677114088560,False,16,0.01,1.0,2.0,0.0,10.0,0.1,0.001,0.3,0.65,False,0.005,0.4,0.0,edgenext_x_small,0.95,momentum,10,1.0,8,2,multistep,0.05,0.0,True,10,1e-05,0.0,,none,
